YEAR,DOY,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M,QV2M,WS2M
2013,64,10.06,17.4,8.64,12.35,7.51,5.05
2013,65,12.2,18.1,11.19,14.17,9.16,5.91
2013,66,3.75,20.95,13.6,16.54,10.19,5.0
2013,67,4.25,21.23,11.06,15.56,9.58,3.84
2013,68,10.17,18.58,9.26,13.33,8.42,3.65
2013,69,8.62,15.51,9.22,11.78,7.51,3.88
2013,70,3.03,16.18,7.29,10.93,6.84,3.41
2013,71,22.83,14.22,6.96,11.58,7.57,4.89
2013,72,32.8,13.36,4.59,10.72,7.2,3.71
2013,73,0.0,16.18,1.92,8.66,4.52,1.46
2013,74,0.01,21.73,6.22,13.47,5.0,1.26
2013,75,0.0,24.77,12.0,17.25,8.61,2.05
2013,76,4.7,19.63,12.64,15.86,8.48,3.9
2013,77,5.44,21.24,12.15,15.64,9.46,2.78
2013,78,13.31,20.0,11.98,15.03,9.22,4.23
2013,79,5.43,18.43,8.31,12.69,7.14,2.73
2013,80,0.0,27.01,7.9,16.04,6.84,1.98
2013,81,1.61,20.63,9.64,13.85,7.81,2.74
2013,82,11.27,14.48,9.05,10.91,7.02,4.41
2013,83,8.33,16.13,8.76,11.49,7.08,4.29
2013,84,0.42,20.65,8.43,13.28,7.2,1.79
2013,85,0.01,22.4,7.97,14.01,7.2,2.18
2013,86,3.31,17.07,9.27,12.99,8.18,3.45
2013,87,5.11,18.94,10.73,14.24,8.67,4.02
2013,88,0.1,25.48,8.91,15.91,7.93,2.03
2013,89,6.65,22.44,10.8,16.39,9.4,3.23
2013,90,1.21,21.69,13.7,16.68,10.38,3.19
2013,91,12.89,17.47,9.99,13.78,8.61,4.27
2013,92,0.33,21.94,7.31,13.8,6.71,1.85
2013,93,4.74,18.03,9.11,12.78,7.32,4.15
2013,94,7.26,14.8,9.07,11.47,7.02,4.75
2013,95,20.31,14.69,9.16,11.58,7.39,5.76
2013,96,0.0,17.51,7.15,11.15,5.92,3.09
2013,97,0.0,20.48,6.55,12.61,5.49,1.45
2013,98,0.0,22.73,6.75,13.76,6.35,1.64
2013,99,0.0,22.55,7.98,14.55,7.45,1.56
2013,100,0.0,24.99,10.15,16.71,7.87,1.41
2013,101,0.0,24.69,11.68,17.02,8.91,2.07
2013,102,0.02,23.79,11.39,16.8,9.03,1.72
2013,103,0.15,26.96,10.97,18.85,10.07,1.42
2013,104,0.02,27.44,13.38,20.09,10.01,1.92
2013,105,0.04,27.48,12.9,19.83,10.44,1.39
2013,106,0.0,31.02,14.12,22.23,9.4,1.7
2013,107,0.0,32.12,15.9,23.76,8.36,1.47
2013,108,0.0,31.89,17.24,24.13,8.36,1.6
2013,109,0.0,31.62,17.17,23.33,8.79,1.51
2013,110,0.0,30.98,16.7,23.78,8.24,1.5
2013,111,0.0,28.21,14.76,20.93,8.24,2.32
2013,112,0.09,21.65,12.03,16.2,8.42,2.08
2013,113,0.0,23.12,11.01,16.26,7.63,4.1
2013,114,0.02,23.26,8.97,15.44,6.47,4.86
2013,115,0.0,24.76,7.71,16.05,6.77,2.44
2013,116,0.08,24.7,10.33,17.12,8.54,2.45
2013,117,1.34,21.31,11.05,15.37,8.73,3.72
2013,118,2.25,15.23,5.48,10.87,6.1,4.55
2013,119,0.47,16.94,5.4,10.86,5.43,3.39
2013,120,0.63,18.02,8.31,12.27,6.47,3.35
2013,121,0.03,21.46,7.93,14.16,6.84,1.99
2013,122,0.31,21.2,10.15,15.08,8.0,1.85
2013,123,0.17,23.09,10.83,16.86,8.36,1.58
2013,124,0.0,25.01,10.42,17.71,7.51,2.69
2013,125,0.02,27.41,11.09,19.26,7.81,1.75
2013,126,0.0,29.6,12.38,20.9,8.06,1.65
2013,127,0.0,32.42,15.42,23.41,8.54,1.73
2013,128,0.0,30.68,16.65,22.79,9.64,1.75
2013,129,0.0,32.09,15.83,22.67,8.91,1.76
2013,130,0.0,27.61,15.44,20.83,8.67,1.28
2013,131,0.0,30.66,15.79,22.24,10.62,1.58
2013,132,0.0,30.07,15.73,22.33,10.38,1.38
2013,133,0.01,30.05,17.12,23.25,10.62,0.99
2013,134,1.0,24.49,15.44,19.81,11.17,3.02
2013,135,10.22,18.37,12.52,15.07,8.67,4.52
2013,136,6.91,18.34,9.06,13.11,6.77,3.93
2013,137,5.82,20.08,8.99,13.89,7.57,4.34
2013,138,7.47,18.3,9.18,13.31,6.9,3.67
2013,139,0.11,20.11,8.83,13.67,6.59,2.03
2013,140,4.43,20.58,7.69,13.69,7.02,2.29
2013,141,6.82,17.3,9.64,12.94,7.08,3.23
2013,142,0.0,22.78,7.19,15.33,6.84,1.76
2013,143,0.0,25.19,9.45,17.22,7.51,1.74
2013,144,0.06,25.31,11.31,17.51,8.85,1.96
2013,145,0.0,25.3,12.02,17.6,8.73,1.66
2013,146,0.1,24.15,11.65,17.1,8.85,1.95
2013,147,0.1,20.91,10.37,15.58,8.3,2.85
2013,148,0.03,22.73,10.15,15.47,7.75,2.48
2013,149,0.28,22.1,10.62,15.26,7.75,2.77
2013,150,0.0,24.19,9.7,16.34,7.87,2.09
2013,151,0.0,25.32,9.55,17.25,7.81,1.65
2013,152,0.0,28.8,12.14,20.54,8.0,1.78
2013,153,0.0,30.92,15.15,22.69,8.06,1.65
2013,154,0.0,31.79,16.82,23.51,8.79,1.56
2013,155,0.02,30.15,15.25,21.44,9.52,1.82
2013,156,0.01,25.45,12.34,18.47,9.03,2.3
2013,157,0.01,25.07,12.27,17.76,8.97,2.4
2013,158,0.12,23.76,11.55,16.56,8.36,2.58
2013,159,0.16,23.19,11.52,16.24,7.69,2.35
2013,160,0.42,23.58,11.38,16.55,8.3,2.1
2013,161,0.0,26.83,10.8,18.17,8.42,1.66
2013,162,0.0,28.76,12.11,19.74,9.22,2.36
2013,163,0.0,31.33,13.37,21.42,10.01,1.85
2013,164,0.0,32.42,15.78,23.47,11.11,1.62
2013,165,0.0,34.09,16.94,25.08,11.6,1.62
2013,166,0.0,34.53,17.93,25.3,12.08,1.84
2013,167,0.0,33.41,17.19,24.3,11.05,2.06
2013,168,0.0,25.86,15.05,19.54,10.31,3.2
2013,169,0.0,23.46,12.32,17.06,7.93,2.79
2013,170,0.0,26.48,12.23,18.3,8.18,1.76
2013,171,0.0,28.55,11.87,19.58,8.67,1.78
2013,172,0.0,29.65,13.54,21.1,9.7,1.92
2013,173,0.0,33.42,15.46,23.86,8.85,3.7
2013,174,0.0,38.29,16.73,27.1,8.85,2.63
2013,175,0.0,38.52,18.9,28.4,9.34,2.09
2013,176,0.0,36.83,19.37,28.08,10.44,1.65
2013,177,0.0,38.63,20.7,29.65,10.38,1.61
2013,178,0.0,37.55,20.38,28.04,9.89,1.66
2013,179,0.0,33.58,17.19,25.25,9.64,4.13
2013,180,0.0,39.78,21.08,29.37,10.68,3.3
2013,181,0.01,38.72,21.94,29.48,11.35,2.06
2013,182,0.01,34.95,19.99,26.78,11.47,2.12
2013,183,0.0,32.67,17.68,24.66,11.35,2.33
2013,184,0.0,35.45,18.76,26.51,11.29,1.64
2013,185,0.0,38.33,18.58,28.57,10.25,2.79
2013,186,0.01,40.8,21.23,30.4,10.86,3.58
2013,187,0.0,40.36,22.09,30.76,10.8,2.37
2013,188,0.0,39.94,21.9,30.67,10.86,1.57
2013,189,0.0,40.25,22.1,30.76,10.19,1.73
2013,190,0.02,40.0,22.23,31.09,10.38,1.52
2013,191,0.0,40.58,24.2,31.69,10.5,1.7
2013,192,0.0,37.69,22.34,28.53,10.13,2.17
2013,193,0.17,35.73,19.34,27.28,10.44,1.95
2013,194,0.0,34.04,18.05,24.86,9.22,2.15
2013,195,0.0,32.7,16.65,23.68,9.77,1.79
2013,196,0.0,35.0,16.67,24.71,9.83,2.15
2013,197,0.0,35.7,18.13,26.06,10.13,1.9
2013,198,0.0,35.93,18.48,26.39,10.62,2.18
2013,199,0.0,34.89,18.72,25.91,10.19,2.06
2013,200,0.06,32.52,17.6,24.14,10.99,2.24
2013,201,0.45,31.27,17.11,22.91,10.74,2.28
2013,202,0.15,32.76,16.76,23.37,10.25,1.94
2013,203,0.06,34.65,17.17,25.01,10.68,2.09
2013,204,1.49,34.02,17.87,24.8,11.41,2.09
2013,205,0.7,35.84,18.3,25.95,11.47,2.08
2013,206,0.13,34.55,18.66,25.66,11.41,2.22
2013,207,0.0,34.45,18.71,25.51,11.41,2.66
2013,208,0.01,32.51,17.87,24.4,10.68,2.7
2013,209,0.0,33.73,17.21,24.49,9.46,2.34
2013,210,0.0,36.44,17.63,26.36,9.03,1.96
2013,211,0.0,41.64,19.76,30.11,10.25,1.27
2013,212,0.0,43.58,24.66,33.29,10.25,1.67
2013,213,0.06,42.45,26.82,33.43,10.8,2.05
2013,214,0.51,40.48,24.08,30.88,11.6,1.99
2013,215,0.0,38.08,22.62,28.67,10.74,2.36
2013,216,0.97,39.08,21.67,29.8,10.99,1.91
2013,217,0.32,40.23,23.26,30.25,12.02,2.02
2013,218,0.02,38.87,22.18,29.55,10.93,2.3
2013,219,0.0,36.52,20.08,27.19,9.89,2.34
2013,220,0.0,37.16,16.65,26.37,8.06,1.85
2013,221,0.0,41.43,20.99,31.23,7.32,2.12
2013,222,0.0,42.95,23.91,33.37,6.47,2.38
2013,223,0.0,43.04,25.67,33.74,5.31,2.42
2013,224,0.0,43.72,27.76,34.78,5.55,2.05
2013,225,0.0,42.68,24.58,32.94,6.65,2.59
2013,226,0.0,37.93,21.67,28.74,7.63,2.67
2013,227,0.0,37.79,20.35,28.35,7.08,1.71
2013,228,0.0,38.03,22.53,29.15,8.42,2.31
2013,229,0.0,37.89,20.51,28.71,9.58,2.35
2013,230,0.0,42.27,22.19,31.92,8.54,2.45
2013,231,0.0,42.98,24.9,33.15,6.84,2.41
2013,232,0.0,41.05,24.89,31.78,6.59,2.24
2013,233,0.0,39.6,22.44,30.05,8.61,1.98
2013,234,0.01,41.83,24.69,32.35,8.24,1.87
2013,235,0.0,41.89,25.16,32.47,9.16,2.91
2013,236,0.0,37.26,22.42,28.8,10.56,2.95
2013,237,0.36,35.12,20.94,26.94,11.54,2.47
2013,238,0.06,33.55,19.15,25.04,10.86,2.56
2013,239,0.19,32.13,18.63,24.21,11.35,2.46
2013,240,0.21,32.65,17.95,24.01,11.41,2.5
2013,241,0.53,32.23,18.2,24.31,11.41,2.34
2013,242,0.01,33.62,18.13,25.44,10.86,2.17
2013,243,0.0,35.4,19.22,27.16,8.54,3.78
2013,244,0.0,37.58,19.94,28.37,7.81,3.59
2013,245,0.0,38.04,19.98,28.81,7.2,3.4
2013,246,0.0,38.7,20.43,29.4,6.35,2.05
2013,247,0.0,37.36,21.8,28.35,6.65,2.69
2013,248,0.0,33.05,19.8,24.95,10.19,2.68
2013,249,12.85,32.3,18.68,24.21,10.99,2.4
2013,250,28.97,26.99,18.42,22.01,12.7,1.34
2013,251,2.65,26.35,17.45,21.27,12.15,1.62
2013,252,0.44,29.93,16.66,22.52,11.17,1.55
2013,253,0.0,32.43,17.41,24.08,9.95,1.71
2013,254,0.39,30.63,17.58,23.36,11.29,1.4
2013,255,1.89,31.03,18.42,23.8,12.63,2.02
2013,256,6.49,28.76,19.73,23.02,14.1,1.38
2013,257,6.06,28.78,18.55,22.71,12.63,1.45
2013,258,2.05,30.64,17.29,22.9,11.84,1.88
2013,259,2.73,26.98,17.98,21.7,12.33,2.05
2013,260,1.27,27.89,17.19,21.45,11.6,2.07
2013,261,0.02,26.55,16.77,20.66,11.23,1.93
2013,262,0.0,28.54,15.6,21.06,10.38,1.62
2013,263,0.0,33.09,16.76,23.8,10.13,1.39
2013,264,0.0,35.42,19.8,26.97,9.89,1.52
2013,265,0.0,36.21,21.0,27.75,9.58,1.65
2013,266,0.92,31.49,20.13,24.82,11.35,2.31
2013,267,1.61,29.23,18.84,23.11,12.63,1.7
2013,268,0.26,30.7,17.53,22.62,11.66,1.73
2013,269,0.03,30.65,16.23,22.36,10.74,1.96
2013,270,0.0,31.65,18.19,23.26,10.62,2.4
2013,271,1.65,26.53,18.05,21.44,11.17,3.64
2013,272,1.47,24.82,17.32,20.55,11.96,2.72
2013,273,0.09,29.71,16.97,22.18,11.84,1.89
2013,274,0.0,31.29,17.7,23.34,11.9,1.35
2013,275,0.64,31.05,18.89,23.58,12.76,1.8
2013,276,0.0,29.9,19.08,23.28,13.24,1.66
2013,277,0.0,26.44,18.06,21.78,12.88,1.91
2013,278,0.0,30.19,16.64,21.97,10.86,1.65
2013,279,0.0,29.91,16.29,21.77,10.01,1.49
2013,280,0.0,30.32,16.19,22.04,10.07,1.41
2013,281,0.01,33.84,16.04,23.9,10.38,2.41
2013,282,0.0,33.2,16.71,23.83,9.4,1.42
2013,283,0.01,32.51,17.97,23.9,9.16,1.75
2013,284,0.04,30.36,17.42,22.5,10.56,2.09
2013,285,0.01,27.08,15.4,20.15,10.13,2.09
2013,286,0.0,26.65,13.76,18.73,8.3,1.5
2013,287,0.0,27.6,13.37,19.01,8.54,1.4
2013,288,0.0,30.35,15.02,21.4,8.85,1.51
2013,289,0.0,31.86,15.8,22.33,8.97,1.44
2013,290,0.0,32.8,17.33,23.54,8.67,1.58
2013,291,0.24,29.58,15.81,21.64,9.89,2.2
2013,292,0.64,28.87,16.09,20.91,10.25,1.99
2013,293,3.99,26.54,16.07,20.19,10.68,1.32
2013,294,0.0,29.59,14.9,20.85,8.97,1.74
2013,295,0.0,25.77,14.15,19.19,8.12,2.2
2013,296,0.1,28.22,15.57,20.98,9.4,1.89
2013,297,0.0,30.45,17.66,22.24,9.16,2.23
2013,298,0.36,24.73,15.55,19.65,8.73,2.05
2013,299,11.25,20.96,13.58,17.02,10.25,1.42
2013,300,3.39,30.29,12.56,20.0,7.93,1.7
2013,301,0.0,29.83,15.66,21.14,6.77,2.35
2013,302,0.0,25.01,11.51,17.35,8.12,2.2
2013,303,0.0,21.19,10.56,14.6,5.55,1.34
2013,304,0.0,24.19,8.61,15.0,5.07,1.9
2013,305,0.0,26.34,9.88,16.46,4.46,1.61
2013,306,0.0,28.32,10.86,18.15,4.15,1.83
2013,307,0.0,25.8,11.92,17.48,6.53,1.73
2013,308,0.0,24.7,12.04,16.78,8.42,2.23
2013,309,0.01,24.06,12.38,16.91,9.16,1.26
2013,310,0.0,26.98,12.54,17.95,8.79,1.16
2013,311,0.05,24.8,13.24,17.33,9.03,1.55
2013,312,0.0,23.04,12.05,16.26,8.61,1.26
2013,313,0.11,22.92,11.16,15.83,8.24,1.46
2013,314,0.0,25.06,10.0,16.19,5.62,1.34
2013,315,0.0,27.59,12.71,17.99,5.25,1.55
2013,316,0.0,26.99,13.21,18.72,7.32,1.48
2013,317,0.0,26.92,13.79,18.82,6.9,1.52
2013,318,0.0,24.8,11.46,16.83,5.92,2.76
2013,319,0.0,25.06,10.56,16.18,5.37,2.84
2013,320,1.87,17.51,6.87,11.38,5.0,2.21
2013,321,1.06,14.63,5.39,9.19,4.46,2.64
2013,322,9.65,11.88,7.03,9.52,6.29,5.1
2013,323,11.18,17.24,10.35,12.6,7.75,3.06
2013,324,2.0,17.09,8.7,12.05,7.02,1.74
2013,325,0.4,18.58,6.55,11.51,6.23,2.08
2013,326,11.36,15.44,9.43,12.94,7.75,3.77
2013,327,41.16,19.31,12.53,15.32,10.25,4.25
2013,328,18.94,18.72,9.81,14.44,8.91,2.38
2013,329,0.12,17.62,5.57,10.44,5.55,2.18
2013,330,0.0,19.81,3.3,9.96,3.91,1.83
2013,331,0.0,18.53,4.67,10.69,4.27,1.8
2013,332,0.18,16.48,8.31,11.36,5.8,1.33
2013,333,2.17,19.28,8.07,12.22,6.16,1.49
2013,334,0.0,18.44,5.75,10.5,5.25,1.55
2013,335,0.77,15.31,4.94,8.78,5.25,2.22
2013,336,0.0,20.2,3.7,9.96,4.39,2.12
2013,337,0.0,20.02,5.18,10.77,4.15,1.71
2013,338,0.0,20.51,5.12,11.44,4.09,1.55
2013,339,0.0,21.04,5.99,11.77,4.46,1.52
2013,340,0.0,22.68,7.35,13.33,4.88,1.84
2013,341,0.0,20.33,7.92,12.64,5.62,1.95
2013,342,0.0,19.43,6.64,11.58,5.0,1.51
2013,343,0.0,19.59,5.21,10.87,4.09,1.37
2013,344,0.0,22.03,5.76,11.83,4.15,1.9
2013,345,0.0,21.28,8.23,13.16,4.52,2.45
2013,346,0.0,21.23,8.55,13.63,5.31,1.48
2013,347,0.29,19.07,8.3,12.46,6.41,1.44
2013,348,0.08,19.8,9.15,12.85,7.14,1.45
2013,349,0.0,21.55,8.09,13.4,5.98,1.73
2013,350,0.0,20.76,9.75,13.62,6.04,1.86
2013,351,1.33,14.9,9.38,11.39,7.2,2.11
2013,352,0.32,17.73,7.54,11.7,6.9,1.5
2013,353,8.53,18.24,8.51,12.26,7.2,3.43
2013,354,1.74,13.14,4.89,8.27,4.94,2.95
2013,355,0.1,15.12,2.07,7.92,5.0,2.06
2013,356,0.01,18.85,3.8,9.69,5.13,2.16
2013,357,0.0,18.03,5.41,10.1,4.88,1.62
2013,358,0.0,18.92,5.59,11.04,4.64,3.66
2013,359,22.06,15.34,9.29,12.4,7.08,7.11
2013,360,6.26,17.41,9.61,13.23,8.61,3.09
2013,361,0.02,20.47,7.45,12.37,7.45,1.67
2013,362,6.25,13.32,6.19,9.8,7.02,2.57
2013,363,0.11,14.11,3.2,7.48,4.58,1.26
2013,364,0.0,17.94,1.23,8.05,3.3,1.82
2013,365,0.0,16.53,3.88,9.8,3.6,1.66
2014,1,0.0,18.94,4.01,10.23,3.78,1.62
2014,2,0.0,18.77,6.82,11.48,5.43,1.9
2014,3,0.0,19.69,7.42,12.42,5.98,1.26
2014,4,0.19,18.69,7.12,11.94,7.32,2.45
2014,5,0.02,19.97,7.71,12.39,6.77,1.42
2014,6,0.0,21.15,6.68,12.46,5.13,1.94
2014,7,0.0,23.72,6.15,13.43,4.21,1.66
2014,8,0.0,25.14,8.27,14.69,4.33,1.62
2014,9,0.0,24.1,9.43,14.4,5.07,1.91
2014,10,3.02,19.67,9.11,12.68,6.16,2.28
2014,11,1.75,15.62,7.8,11.24,7.2,1.82
2014,12,0.0,21.11,6.94,12.67,5.98,1.28
2014,13,5.77,15.69,7.31,10.74,6.53,2.23
2014,14,1.14,14.05,4.98,8.84,6.16,2.09
2014,15,0.05,18.45,6.79,11.19,6.84,1.13
2014,16,4.27,14.02,8.39,10.66,7.26,1.87
2014,17,8.13,13.52,7.15,9.73,6.53,3.2
2014,18,10.72,10.69,8.0,8.97,6.59,4.75
2014,19,28.93,13.69,7.25,10.23,6.65,6.01
2014,20,0.77,13.94,5.58,8.87,5.92,0.97
2014,21,0.0,15.32,4.44,8.78,5.25,1.09
2014,22,9.63,9.91,6.15,8.24,6.1,2.48
2014,23,4.08,13.57,5.39,9.08,5.92,1.66
2014,24,0.0,16.22,3.57,8.51,4.7,1.5
2014,25,0.04,16.62,3.92,9.78,6.41,1.47
2014,26,0.24,18.78,7.64,11.79,7.2,1.08
2014,27,6.04,16.81,7.23,11.36,7.69,2.47
2014,28,1.07,14.59,5.3,9.65,6.1,1.78
2014,29,27.16,9.8,4.98,7.58,6.04,3.66
2014,30,7.06,11.76,5.93,8.19,5.62,3.07
2014,31,18.89,11.31,7.19,9.41,7.14,3.08
2014,32,10.11,12.94,9.9,11.07,8.0,3.63
2014,33,0.37,15.51,4.87,9.37,5.8,1.24
2014,34,1.56,16.24,2.65,9.27,5.98,2.44
2014,35,0.49,17.37,7.86,11.2,6.84,1.68
2014,36,0.0,19.25,6.54,11.98,5.98,2.38
2014,37,9.27,21.25,7.24,13.47,6.35,3.45
2014,38,4.85,16.85,7.2,10.95,5.92,1.55
2014,39,0.01,17.94,4.62,10.23,5.19,2.35
2014,40,15.56,19.8,7.82,13.36,6.77,3.99
2014,41,5.77,12.93,4.51,9.48,5.68,4.48
2014,42,0.01,16.44,2.52,8.76,4.64,2.29
2014,43,0.59,18.07,7.65,11.69,7.08,2.45
2014,44,0.02,21.35,8.61,13.9,7.26,1.21
2014,45,0.0,23.83,8.98,14.79,6.35,2.67
2014,46,2.15,21.75,9.4,13.81,6.71,2.05
2014,47,2.4,16.22,6.24,10.12,6.29,2.23
2014,48,2.84,13.03,4.38,8.35,5.74,1.37
2014,49,6.55,12.05,6.51,8.69,6.35,2.24
2014,50,2.39,15.75,5.66,9.55,5.86,1.92
2014,51,0.04,17.66,4.35,10.12,5.55,1.36
2014,52,2.12,17.37,6.3,10.52,6.65,1.95
2014,53,0.11,17.38,5.83,9.98,5.13,1.74
2014,54,0.01,22.82,6.36,13.19,5.68,2.95
2014,55,4.72,13.13,6.07,9.59,6.59,2.59
2014,56,0.26,16.36,4.21,9.88,6.04,1.45
2014,57,0.02,18.26,6.0,10.69,5.98,1.47
2014,58,0.0,17.48,3.46,9.96,5.49,1.37
2014,59,0.15,18.97,5.13,11.76,6.84,1.62
2014,60,6.17,15.55,8.81,11.97,8.0,4.02
2014,61,7.76,16.73,11.29,13.13,8.79,4.85
2014,62,2.49,14.55,9.04,11.73,7.81,3.27
2014,63,0.03,16.55,6.65,10.48,5.98,1.85
2014,64,0.03,18.3,5.33,11.07,6.77,1.45
2014,65,0.0,24.72,6.08,14.28,6.29,1.93
2014,66,0.0,26.26,8.4,16.06,5.98,2.38
2014,67,0.0,29.91,11.01,19.23,6.53,1.73
2014,68,0.63,20.68,12.37,16.0,8.61,1.79
2014,69,0.08,22.76,11.34,15.99,6.77,3.28
2014,70,0.0,23.9,9.76,15.55,6.04,2.66
2014,71,1.17,19.59,8.69,13.3,6.23,3.16
2014,72,1.23,18.19,6.07,11.65,6.1,2.11
2014,73,1.34,18.89,5.5,11.62,5.55,1.99
2014,74,0.0,20.65,6.25,12.58,5.19,2.42
2014,75,0.0,24.51,5.45,14.64,4.82,1.45
2014,76,0.0,25.65,8.3,16.33,5.37,1.93
2014,77,0.02,22.94,11.17,16.09,6.29,2.14
2014,78,0.0,23.67,9.24,15.8,6.65,1.64
2014,79,1.6,18.59,9.35,13.2,7.75,1.7
2014,80,0.05,21.42,8.35,13.54,7.08,1.48
2014,81,0.03,20.51,7.4,13.07,7.2,1.45
2014,82,0.22,20.32,7.3,13.22,6.9,1.59
2014,83,0.0,22.21,6.08,13.28,5.62,1.49
2014,84,0.04,21.69,7.66,13.4,6.04,1.54
2014,85,0.51,15.95,5.73,10.69,6.1,3.32
2014,86,0.19,18.08,5.22,10.75,5.43,2.12
2014,87,14.33,14.49,5.61,9.3,6.1,2.93
2014,88,4.53,13.51,3.84,8.8,5.86,2.82
2014,89,1.89,19.85,8.23,12.68,6.59,3.0
2014,90,0.0,23.01,6.48,14.1,5.92,1.77
2014,91,0.61,23.23,9.13,15.28,6.59,1.79
2014,92,14.11,14.83,8.72,11.94,7.2,3.87
2014,93,12.74,14.55,6.73,10.37,6.53,5.07
2014,94,0.22,20.33,6.3,12.6,6.23,1.52
2014,95,0.0,25.2,8.2,16.27,7.57,1.51
2014,96,0.0,28.62,11.83,19.68,7.32,1.46
2014,97,0.0,31.62,12.05,21.13,6.77,1.62
2014,98,0.0,32.99,13.98,22.85,6.96,1.7
2014,99,0.03,32.27,17.01,23.9,8.42,1.91
2014,100,0.0,31.77,17.29,24.74,8.42,1.22
2014,101,0.0,31.69,15.65,22.48,9.77,1.53
2014,102,0.0,27.01,11.95,18.43,8.85,2.23
2014,103,0.0,29.15,11.18,19.53,7.32,1.99
2014,104,0.0,30.08,14.98,21.05,8.12,2.08
2014,105,0.02,25.82,13.26,18.52,9.03,1.57
2014,106,0.07,25.15,11.9,17.83,9.58,1.84
2014,107,0.0,27.44,12.03,18.87,9.64,1.54
2014,108,0.53,25.98,12.49,18.19,9.83,1.59
2014,109,0.21,20.9,10.08,15.59,8.85,2.32
2014,110,1.84,22.49,9.38,15.64,7.57,4.09
2014,111,4.3,18.76,10.36,14.01,7.81,4.3
2014,112,1.13,21.94,9.97,15.23,7.75,2.56
2014,113,0.0,25.26,9.68,17.0,7.57,1.53
2014,114,0.02,24.24,10.22,16.04,7.87,2.43
2014,115,0.02,23.89,9.81,15.41,6.41,1.55
2014,116,0.0,27.29,10.08,17.8,6.65,1.88
2014,117,0.0,27.4,10.51,18.33,8.3,1.66
2014,118,0.0,29.94,12.2,20.18,7.87,1.75
2014,119,0.0,30.04,12.92,20.51,8.42,1.85
2014,120,0.0,31.32,12.65,21.34,8.24,1.85
2014,121,0.0,29.66,14.12,21.8,8.79,1.49
2014,122,0.0,33.38,14.87,23.94,8.48,2.2
2014,123,0.0,31.76,15.78,23.28,9.09,1.76
2014,124,0.0,32.87,15.99,23.77,8.79,1.54
2014,125,0.0,33.55,15.95,24.89,8.85,1.52
2014,126,0.02,35.83,19.42,26.3,9.77,2.01
2014,127,0.0,32.8,18.08,24.58,11.47,1.6
2014,128,0.18,29.65,16.31,22.91,11.17,1.62
2014,129,0.0,30.43,14.26,21.83,9.34,1.49
2014,130,0.0,33.33,16.32,23.95,10.01,1.64
2014,131,0.0,34.18,16.84,24.6,10.13,1.64
2014,132,0.0,37.04,17.86,26.67,8.97,1.88
2014,133,0.0,36.3,21.09,27.64,8.85,1.56
2014,134,0.0,39.07,19.01,28.93,8.91,1.98
2014,135,0.0,37.9,21.53,28.7,10.56,2.11
2014,136,0.75,33.02,16.48,24.68,10.19,2.62
2014,137,0.83,27.63,14.29,20.67,9.09,2.08
2014,138,0.14,29.58,14.22,21.45,8.24,1.92
2014,139,0.09,28.15,13.92,20.18,9.22,3.27
2014,140,0.04,26.31,14.26,18.98,8.54,3.57
2014,141,2.69,19.91,12.66,16.12,8.12,4.41
2014,142,0.28,23.76,11.44,17.0,7.2,2.46
2014,143,0.01,24.65,10.76,16.8,6.9,2.18
2014,144,0.88,22.22,10.98,15.87,7.51,2.38
2014,145,0.0,24.64,10.81,16.55,6.84,2.04
2014,146,0.0,26.59,10.33,17.58,6.59,2.18
2014,147,0.0,25.29,10.14,16.97,6.77,2.62
2014,148,0.01,25.94,11.4,18.16,8.54,2.33
2014,149,0.0,29.07,13.78,20.25,8.67,1.9
2014,150,0.0,31.11,13.23,21.19,8.24,2.02
2014,151,0.0,30.35,12.17,20.75,7.93,2.34
2014,152,1.18,26.83,13.33,19.89,8.67,2.31
2014,153,0.0,29.54,12.33,20.94,7.02,2.52
2014,154,0.0,32.8,13.65,22.87,6.65,2.3
2014,155,0.0,31.27,13.73,21.75,8.12,1.9
2014,156,0.0,28.43,16.32,22.69,9.03,1.52
2014,157,0.0,29.83,15.64,21.77,10.07,3.02
2014,158,0.0,29.82,14.51,21.01,9.52,2.05
2014,159,0.0,29.85,14.78,21.37,9.52,2.27
2014,160,0.0,28.46,13.89,20.19,8.54,2.52
2014,161,0.59,29.08,14.33,20.76,8.97,2.22
2014,162,0.6,33.69,16.87,24.62,10.19,4.59
2014,163,0.13,37.25,19.56,28.58,9.22,2.17
2014,164,0.0,38.56,20.79,29.85,8.79,1.73
2014,165,0.0,38.46,20.64,28.83,7.81,2.23
2014,166,0.0,35.15,18.4,25.9,8.3,2.84
2014,167,0.57,31.81,18.04,24.31,10.62,2.38
2014,168,0.36,32.3,18.11,24.08,10.86,2.24
2014,169,0.34,31.46,16.54,23.18,10.5,2.59
2014,170,0.25,29.66,16.51,21.73,10.38,2.88
2014,171,0.95,28.48,15.55,21.21,9.52,2.35
2014,172,0.05,29.88,14.64,21.7,8.97,2.48
2014,173,0.74,29.12,16.09,21.56,9.7,2.41
2014,174,1.56,29.15,15.79,21.6,9.46,2.62
2014,175,0.93,25.67,15.35,19.97,9.28,4.02
2014,176,0.1,27.45,14.94,20.58,9.52,2.56
2014,177,0.0,31.76,14.84,22.43,9.22,1.94
2014,178,0.0,34.98,15.36,24.4,9.34,2.09
2014,179,0.01,33.97,16.94,24.64,9.77,2.27
